region,title,longitude,latitude,website,popularity,address
iledefrance,Musée du Louvre,2.33764399999995,48.8606111,www.louvre.fr,3,"Rue de Rivoli, 75001 Paris"
iledefrance,Musée de l'Air et de l'Espace,2.43461830000001,48.946587,www.museeairespace.fr,1,"Aéroport de Paris-Le Bourget, 93352 Le Bourget"
iledefrance,Parc zoologique de Paris,2.41453799999999,48.8334109,www.parczoologiquedeparis.fr,1,"Avenue Daumesnil, 75012 Paris"
iledefrance,Château de Malmaison,2.16684799999996,48.8708001,www.chateau-malmaison.fr,1,"Avenue du Château de la Malmaison, 92500 Rueil-Malmaison"
iledefrance,Domaine national de Saint-Cloud,2.2167187,48.8377327,www.domaine-saint-cloud.fr,1,"Avenue de la Grille d'Honneur, 92210 Saint-Cloud"
iledefrance,Parvis de la Défense,2.23773110000002,48.8919808,ladefense.fr,1,"76 Rue de la Demi Lune, 92800 Puteaux"
iledefrance,Château de Chantilly,2.48520340000005,49.1938467,www.domainedechantilly.com,3,60500 Chantilly
iledefrance,Château de Vaux le Vicomte,2.71413499999994,48.565812,www.vaux-le-vicomte.com,1,77950 Maincy
iledefrance,Château de Fontainebleau,2.69949580000002,48.4020962,www.musee-chateau-fontainebleau.fr,1,77300 Fontainebleau
iledefrance,Disneyland Parc,2.77678070000002,48.8726382,www.disneylandparis.com,3,"Boulevard de Parc, 77700 Chessy"
iledefrance,Château de Versailles,2.12035539999999,48.8048649,www.chateauversailles.fr,3,"Place d'Armes, 78000 Versailles"
iledefrance,Cité des sciences et de l'industrie,2.38789959999997,48.8955948,www.cite-sciences.fr,1,"30 Avenue Corentin Cariou, 75019 Paris"
iledefrance,Arc de Triomphe,2.29502750000006,48.8737917,arc-de-triomphe.monuments-nationaux.fr,3,"Place Charles de Gaulle, 75008 Paris"
iledefrance,Tour Eiffel,2.29448130000003,48.8583701,www.toureiffel.paris,3,"Champ de Mars, 5 Avenue Anatole France, 75007 Paris"
iledefrance,Hôtel des Invalides,2.31270589999997,48.856529,www.musee-armee.fr,1,"129 Rue de Grenelle, 75007 Paris"
iledefrance,Grand Palais,2.31245439999998,48.8661091,www.grandpalais.fr,1,"3 Avenue du Général Eisenhower, 75008 Paris"
languedoc,Palais des rois de Majorque,2.89426619999995,42.693842,www.ledepartement66.fr,1,"Rue des Archers, 66000 Perpignan"
languedoc,Forteresse de Salses,2.91824889999998,42.8397276,www.forteresse-salses.fr,1,66600 Salses-le-Château
languedoc,Collioure,3.08463099999994,42.526752,,1,66190 Collioure
languedoc,Côte Vermeille,3.11541990000001,42.5133169,,1,
languedoc,Abbaye Saint-Martin-du-Canigou,2.40098829999999,42.5282041,www.stmartinducanigou.org,1,66820 Casteil
languedoc,Pic du Canigou,2.45665600000007,42.5188823,,1,"Pic du Canigou, 66500 Vernet-les-Bains"
languedoc,Gorges De Galamus (Pyrénées Orientales),2.47993259999998,42.8365512,www.gorgesdegalamus.fr,1,"Saint-Antoine, 66220 Saint-Paul-de-Fenouillet"
languedoc,Canal du Midi,2.4054572,43.2427146,,1,Canal du Midi
languedoc,Château de Peyrepertuse,2.55541819999996,42.8708297,www.peyrepertuse.com,3,11350 Duilhac-sous-Peyrepertuse
languedoc,Cité de Carcassonne,2.36419609999996,43.2060816,www.remparts-carcassonne.fr,3,"1 Rue Viollet le Duc, 11000 Carcassonne"
languedoc,Castelnaudary,1.95333000000005,43.317118,www.ville-castelnaudary.fr,1,11400 Castelnaudary
languedoc,Leucate,3.02816299999995,42.9103039,,1,11370 Leucate
languedoc,Musée Fabre,3.88018880000004,43.6117463,museefabre.montpellier3m.fr,1,"39 Boulevard Bonne Nouvelle, 34000 Montpellier"
languedoc,Planet Ocean Montpellier,3.917057,43.60277,www.planetoceanmontpellier.fr,1,"Centre commercial Odysseum, Allée Ulysse, 34000 Montpellier"
languedoc,Murviel-lès-Montpellier,3.73649699999999,43.604431,,1,34570 Murviel-lès-Montpellier
languedoc,Site archéologique Lattara - Musée Archéologique Henri Prades,3.9085374,43.566216,museearcheo.montpellier3m.fr,1,"390 Route de Pérols, 34970 Lattes"
languedoc,Saint-Guilhem-le-Désert,3.54901500000005,43.734434,,1,34150 Saint-Guilhem-le-Désert
languedoc,Cirque de Mourèze,3.3581332,43.6225295,,1,34800 Mourèze
languedoc,Cirque de Navacelles,3.51122429999998,43.8952443,www.tourismecevennesnavacelles.com,1,"Route de Navacelles, 30770 Blandas"
languedoc,Grotte des Demoiselles,3.7447694,43.9074752,www.demoiselles.com,1,"D986, 34190 Saint-Bauzille-de-Putois"
languedoc,Tours et remparts d’Aigues-Mortes,4.18959399999994,43.568025,www.aigues-mortes-monument.fr,1,30220 Aigues-Mortes
languedoc,Pointe de l'Espiguette,4.12217299999998,43.496656,,1,"Pointe de l'Espiguette, 30240 Le Grau-du-Roi"
languedoc,Arènes de Nîmes,4.35961459999999,43.834904,arenes-nimes.com,3,"Boulevard des Arènes, 30000 Nîmes"
languedoc,Pont du Gard,4.53495999999996,43.947566,www.pontdugard.fr,3,"400 Route du Pont du Gard, 30210 Vers-Pont-du-Gard"
languedoc,Parc national des Cévennes,3.71220360000007,44.2641552,www.cevennes-parcnational.fr,1,
languedoc,Mont Lozère,3.73934299999996,44.425963,,1,"Mont Lozère, 48220 Pont-de-Montvert-Sud-Mont-Lozère"
languedoc,Grotte Aven Armand,3.35564799999997,44.222505,https://www.aven-armand.com/,1,"Aven Armand, 48150 Hures-la-Parade"
languedoc,Gorges du Tarn,3.23419999999999,44.2302419,,1,"Gorges du Tarn, 48150 Saint-Pierre-des-Tripiers"
limousin,Château de Châlucet,1.31111099999998,45.732222,www.chalucet.com,1,"Lieu Dit Chalusset, 87260 Saint-Jean-Ligoure"
limousin,Lac de Saint-Pardoux,1.28933110000003,46.0323849,,1,Lac de Saint-Pardoux
limousin,Oradour-sur-Glane,1.03274599999997,45.9310789,,1,87520 Oradour-sur-Glane
limousin,Ruines de la Forteresse de Crozant,1.62083619999999,46.3940651,www.limousin-medieval.com,1,"16 Route Isabelle d'Angouleme, 23160 Crozant"
limousin,Labyrinthe Géant des Monts de Guéret,1.86106700000005,46.147938,www.labyrinthe-gueret.fr,1,"Route de Bourganeuf, 23000 Guéret"
limousin,Château de Villemonteix,2.14322949999996,46.1078986,www.chateau-villemonteix.cla.fr,1,23150 Saint-Pardoux-les-Cards
limousin,Masgot,2.03538849999995,46.0358129,www.masgot.fr,1,23480 Fransèches
limousin,Parc Naturel Régional de Millevaches en Limousin,2.09501449999993,45.6426141,www.pnr-millevaches.fr,1,"7 route d’Aubusson, 19290 Millevaches"
limousin,Uzerche,1.56345699999997,45.424066,www.uzerche.fr,1,19140 Uzerche
limousin,Collonges-la-Rouge,1.654225,45.060939,,1,19500 Collonges-la-Rouge
limousin,Curemonte,1.74233700000002,45.000278,,1,19500 Curemonte
limousin,Les Tours de Merle,2.07454899999993,45.0641872,www.toursdemerle.fr,1,"Les Tours de Merle, 19220 Saint-Geniez-ô-Merle"
limousin,Musée du cloître,1.77097649999996,45.2678045,,1,"Place de la Cathédrale, 19000 Tulle"
limousin,Lac de la Triouzoune,2.29252329999997,45.395101,,1,"Lac de la Triouzoune, 19160"
limousin,Site de Saint Nazaire,2.38728909999998,45.4149725,,1,"19110 Sarroux - St Julien, France"
